,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20
Portugal,-1.3318746080388497,0.3439558852859834,-0.0037241162718892992,-0.35074739876306826,-0.5175669326988159,-0.340257082559655,0.1502850214350775,-0.24019100528286946,-0.2918540096481452,-0.5117674391205858,0.16412751820241606,0.11092006068220368,0.35594100756049823,-0.0026234842092359737,-0.10704644021713824,-0.01658121457791984,-0.25579078258225363,0.023592408375864155,-0.009134523875609733,0.011936491213144555
Romania,-0.8548814868935667,0.18933202802327143,0.02063936487251017,-0.16804833132739294,0.7151653580711713,0.7067397377803687,0.3550388332084738,-0.3140630852459342,-0.1636816919124585,0.4406715294106861,-0.2718874387358859,-0.3567667881580926,0.385683634410585,0.0929215933508759,-0.18639769380731283,0.0662077159659798,-0.022666374206321036,0.08585674676605695,0.08625401634766312,-0.00474975673509584
Slovenia,-2.0047725319088996,0.07439764682260543,-0.7519870813314008,-0.061241716300263524,-0.31168509963991115,-0.15333382967844567,-0.02403472563428083,-0.15431177911840985,0.31229440951907567,-0.12064249068483679,0.29152219871229784,-0.06413360481275424,-0.21526314601799698,0.17540997275844683,0.12582064114207875,-0.054225230933732285,-0.04353899337946921,0.06641179555516567,0.10244261346231688,-0.06591293762839068
Slovakia,-2.14831549270788,0.5302648351096928,-0.42348052086795446,-0.15351277885663392,-0.3753504776066469,-0.0745545753570302,-0.0008533960450863651,-0.2941419459546768,-0.008923919478846066,-0.3082925826916423,0.12892547330630133,-0.03191267452205585,0.3191954626921305,-0.12751684002404365,-0.23113081133338534,0.14312355645079097,0.07588053734110138,-0.0989959914064577,0.11203981548122842,-0.03428781984198402
Finland,-1.0455192382731384,0.04551125511094609,-0.37141207196444304,0.6927947425143792,-0.14157254750317916,0.24831791781252535,-0.22640820016576893,-0.44518853063786407,-0.4594459662482877,-0.2925122421411055,0.20790413329796814,0.03730921127123359,0.07726051265739471,-0.40039326633224853,-0.27065879854859126,-0.014667021541139911,0.0320759899016582,0.11598789050906033,-0.06506747748769012,0.006843618260044559
Sweden,4.517600757746244,-2.4129197266747697,-0.24876940598787536,5.590834947838673,0.11230622382813552,1.3535236650130626,0.7996265729763756,-0.23251741762468014,-0.18103074386873172,-0.01127836204687673,0.10917555701008116,0.02928535189559794,-0.1904259194126313,-0.1352902826850312,0.12362955996760154,0.03505033802778074,-0.0086011061139456,-0.06153879760416386,0.0297483389793384,0.01247641140836479
Iceland,-1.6859625904211442,0.013555029214338125,-0.5218255864661627,0.03163896648863797,0.5085937291617174,-0.1877547943830588,-0.17061928327431522,0.3533320278135202,-0.23344974993130127,0.21710935948305687,0.013374117876053162,-0.5113761176147714,0.09616862552482106,0.0806299300550918,0.20115067403395942,-0.13934809787983402,-0.05942454584585026,-0.014276930521590108,-0.030616726522375886,0.002846915144474747
Liechtenstein,-1.4308682832346502,0.24502157409449318,-0.061028832593989814,-0.3596365082714223,0.3001339308691853,-0.4332995582790526,-0.004837965431122969,0.47312449888362734,0.24256133047486833,0.39643003876710675,0.41119069149137843,0.055530091860207645,0.2598284246648254,-0.33536711098614014,0.09324525286281339,0.3785662584045553,-0.03025764341713003,-0.005719774699554941,-0.01168569116285095,0.00582134449507926
Norway,-0.8684370429349085,0.25016968414144597,-0.15717359608519954,-0.39340283020897165,0.10191227996385824,-0.371296339672578,-0.1407646106092389,0.1995884833389083,-0.08337691173780859,0.4077946961307575,-0.42722164211418406,0.3573154905322677,-0.11131911968980315,-0.07215730484674612,-0.019631049649173227,0.057575796250749274,-0.1519156099704784,-0.14167569624839801,0.14793035186507159,0.024342120447162746
Switzerland,-0.7351828534644347,-0.34645298899638755,-0.20025300383090225,0.38654425731423014,-0.8406254394219888,-0.45191338337499776,-0.1660297802232443,0.2088611867381284,0.8542410541112944,-0.21444547849809312,-0.39921310326022813,0.04342118419481572,-0.4889317485485489,-0.04987612355011143,-0.3557449214428234,0.0888377565173581,-0.14165336619879354,0.08927818999929163,-0.08609232611895862,-0.02461979850971059
England and Wales,-1.4177702808839607e-16,6.313745755943206e-17,-1.3122313553125785e-16,-1.140938662317104e-16,-1.304682931687696e-16,-5.14207633512403e-18,3.4469048229876186e-17,-1.4489910171377708e-16,5.161008637642471e-18,-1.5872898281089208e-16,7.536244690292688e-17,7.245870619302595e-18,3.02324096361698e-17,6.003489691555792e-17,5.3370533455519224e-17,-2.5741964411701043e-17,-5.123889082589315e-17,1.4830988609595852e-17,3.192622420410775e-17,-5.5585582557997e-17
Scotland,-1.4177702808839607e-16,6.313745755943206e-17,-1.3122313553125785e-16,-1.140938662317104e-16,-1.304682931687696e-16,-5.14207633512403e-18,3.4469048229876186e-17,-1.4489910171377708e-16,5.161008637642471e-18,-1.5872898281089208e-16,7.536244690292688e-17,7.245870619302595e-18,3.02324096361698e-17,6.003489691555792e-17,5.3370533455519224e-17,-2.5741964411701043e-17,-5.123889082589315e-17,1.4830988609595852e-17,3.192622420410775e-17,-5.5585582557997e-17
Northern Ireland (UK),-1.4177702808839607e-16,6.313745755943206e-17,-1.3122313553125785e-16,-1.140938662317104e-16,-1.304682931687696e-16,-5.14207633512403e-18,3.4469048229876186e-17,-1.4489910171377708e-16,5.161008637642471e-18,-1.5872898281089208e-16,7.536244690292688e-17,7.245870619302595e-18,3.02324096361698e-17,6.003489691555792e-17,5.3370533455519224e-17,-2.5741964411701043e-17,-5.123889082589315e-17,1.4830988609595852e-17,3.192622420410775e-17,-5.5585582557997e-17
Bosnia and Herzegovina,-2.2175901124551975,0.35326388201991754,-0.47897367308664796,-0.15108780132683008,0.02291030489924177,0.03451224999822518,0.017130759359020566,-0.28059349296138364,-0.06801336095780416,-0.188993310774758,-0.04179766763038233,0.013148587618108842,0.06904860823900805,-0.10917398257013364,-0.012423059352289594,-0.1097390474650206,0.07830892770932314,0.0015957490573019091,-0.005910215508407989,0.003934283681655039
Montenegro,-1.9960392384092909,0.10853552278195085,-0.31218765848501384,-0.416541703163719,-0.33139111335236826,-0.3037379898651907,0.28632566852698244,-0.17365475022951088,0.02404730311034447,0.5729451017215718,0.3245302346784666,0.008406816336375765,-0.022704897522213975,0.12525439681515615,-0.08683851106531346,-0.0013415437373774125,0.046666628140730304,0.016643711339776594,-0.03420208265841444,0.1207605978333731
North Macedonia,-1.4177702808839607e-16,6.313745755943206e-17,-1.3122313553125785e-16,-1.140938662317104e-16,-1.304682931687696e-16,-5.14207633512403e-18,3.4469048229876186e-17,-1.4489910171377708e-16,5.161008637642471e-18,-1.5872898281089208e-16,7.536244690292688e-17,7.245870619302595e-18,3.02324096361698e-17,6.003489691555792e-17,5.3370533455519224e-17,-2.5741964411701043e-17,-5.123889082589315e-17,1.4830988609595852e-17,3.192622420410775e-17,-5.5585582557997e-17
Albania,-2.076492832857202,0.3478828106672503,-0.5559415348487156,-0.07059248005130345,-0.2522275164406148,0.09045221435857861,0.051986211758535766,-0.20168515819341476,-0.08787771545734621,-0.3529580529140565,-0.1878275006369665,0.22567467883053963,-0.02693342306392649,0.2643833942203655,-0.00968356920364095,0.18944296225332327,0.15472848779415868,-0.021096852524475494,0.01692302328235861,-0.0481502930503565
Serbia,-1.7451325392683872,0.44921098999529985,-0.06627835580045871,-0.09815259947207032,0.18840051607117242,-0.14083608332491263,-0.11765277750711105,0.394554301218266,-0.049784851357277456,-0.02815441380379341,-0.3044519025700841,-0.2537020003757038,0.12759692138010054,-0.14681525357827088,-0.005475688526781736,-0.059044873893726126,0.12561663319318633,-0.03401088538533642,-0.037471317422434876,-0.025343044480719102
Turkey,1.91350067789092,-0.7878440139258819,2.4951686953131813,-2.12123554197604,-1.9201299984717606,4.263799645130819,-0.2574372838388232,0.39168386110443687,0.04336566334364849,0.023968158843567296,0.034621187248161246,-0.003836001050795595,-0.03557522695644429,-0.02286036714771902,0.036995035664201405,0.0037913324041313323,-0.013872371130309077,-0.009740640269836917,-0.006280095462593668,0.002992932035096684
Kosovo*,-1.6484165009655163,-0.00207853730582553,-0.10980589208242261,0.23808882762097494,-0.17890449962694555,-0.2163496063736537,-0.15028477177450278,0.41980921301199403,-0.34554917521142586,0.40820451106540895,0.5100061854868299,0.2288309386587164,0.01141143790259963,0.12986123012728917,-0.24153977985227143,-0.15557502181314475,-0.04656323703489684,-0.20347922511542907,-0.10812805286945563,-0.11969475522619619
