,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20
Poland,0.4250250261191989,-1.3279488771546624,-0.6480058790923123,-0.9361863453111303,4.956230779303571,1.4905237453750368,-1.1882500298680823,-0.0005194159139002559,0.8289811586157285,-0.6389731434901168,0.863669636590649,-0.4540579622830082,-1.0412601650276168,0.42597122173908997,-1.1271998024522678,0.05986945610288211,-0.4816464337264158,-0.07569385643807357,0.25121777433777875,0.15410904557699315
Portugal,-0.3732319893550949,0.22929003217080998,-0.0028400358678912635,-0.3126411697925679,-0.5864847984956929,-0.3992820024097396,0.2301741825523948,-0.5421136345398615,-0.8534574872453886,-1.9737823731947255,0.679814061250384,0.4988156397952549,1.7350890355927877,-0.016490911523569,-0.7172307106755337,-0.15385669135997657,-3.125801177575338,0.3285449048415947,-0.16053855942256695,0.29628790742332134
Romania,-0.23956393198752265,0.12621370545913344,0.01573971708962965,-0.14979106637188613,0.8103949159432661,0.8293389679375909,0.5437719103857568,-0.7088436988594369,-0.4786480941484933,1.6995799862027332,-1.1261542607502042,-1.6044063859886586,1.88007403209826,0.5840941482261162,-1.2488986100473387,0.6143398044309412,-0.27698644364832975,1.1956302318469794,1.5159077492629662,-0.11789859001962393
Slovenia,-0.5617985625468005,0.049595426515828586,-0.5734703557170587,-0.05458823612588685,-0.35318827635149164,-0.17993288513084765,-0.0368112089476033,-0.34828331448829547,0.9132305646588761,-0.46529341917732275,1.2074811830569148,-0.2884135197933834,-1.0493332223305374,1.1026063472871506,0.84302128759193,-0.5031546139451349,-0.532052935614388,0.9248422926314381,1.800421107074444,-1.6360927188162346
Slovakia,-0.6020236892168038,0.3534884742566881,-0.322949065177312,-0.13683469907147136,-0.42533117035994916,-0.08748767230185067,-0.0013070480024921017,-0.663881477178238,-0.026095875482327963,-1.1890214558180632,0.5340076458043614,-0.1435136355082344,1.5559672410994934,-0.8015557780749959,-1.5486186718156374,1.3280400387867162,0.9272713839858271,-1.37860569629711,1.969091199526369,-0.851093190593735
Finland,-0.29298645897626757,0.030338998676665525,-0.28324131931887875,0.6175274841372331,-0.16042397948796527,0.29139400923717484,-0.34676324958191246,-1.0047952133566662,-1.3435402184538234,-1.1281599088716963,0.8611362357513084,0.1677822566635381,0.37661821916750804,-2.516824727388327,-1.8134634093372928,-0.1360949401999953,0.3919733385007985,1.6152327410991045,-1.143555947018291,0.16987247736920674
Sweden,1.2659698651425393,-1.6085157004795285,-0.1897132055657179,4.983430196128657,0.12726062831758442,1.5883214985852174,1.2246955220452254,-0.5247942661878197,-0.5293812614143512,-0.043498336363264396,0.45220374750785425,0.13169837315799102,-0.9282603517083493,-0.8504187194659087,0.8283406433338832,0.32523124374641826,-0.10510678824314626,-0.8569815374851745,0.5228247853956591,0.3096898210980227
Iceland,-0.4724582688213527,0.009036138695657649,-0.3979476670838351,0.02820161611723737,0.5763167465282414,-0.22032490756501202,-0.26131781917006547,0.797474116783623,-0.6826681504723296,0.8373464078520297,0.05539542356174628,-2.299695868494524,0.4687887154665224,0.5068302061849679,1.347746273464041,-1.2930076494907219,-0.7261767351687418,-0.19881873460805888,-0.5380866301374503,0.07066620464138654
Liechtenstein,-0.4009730440338871,0.16333782037181,-0.04654099412812711,-0.32056454030053666,0.34009898400902433,-0.5084646996071958,-0.007409752001176866,1.0678469885980642,0.7093127960090545,1.5289496027101628,1.7031465350396846,0.24972289168232398,1.266573508517868,-2.108078003944994,0.6247602334300528,3.5127072088079685,-0.36975287564752735,-0.07965286139685206,-0.205375129638696,0.14449757035283106
Norway,-0.2433626132729736,0.16676968581962234,-0.11986163099600702,-0.35066238971403724,0.11548265393844545,-0.4357056872310124,-0.21559287059944662,0.45047331388504336,-0.24381590532821004,1.57278076246569,-1.7695465255345963,1.6068739407677306,-0.5426421230568376,-0.4535722859766815,-0.13153161994572313,0.5342444289547177,-1.856431212039859,-1.9729578854660557,2.5998646351676222,0.6042207714771389
Switzerland,-0.20602071492475088,-0.23095466712716886,-0.15271427420932968,0.34454895235004973,-0.9525609352185075,-0.5303074935937415,-0.2542886082546029,0.4714019033459238,2.4980243527324473,-0.8270723635684676,-1.653535519235735,0.19526824671382162,-2.383372800661658,-0.3135154149995886,-2.3835559810124183,0.8243234065497894,-1.731025076047517,1.2432768189853232,-1.5130660558433195,-0.6111133038487176
England and Wales,-3.9730258328298814e-17,4.20890884392007e-17,-1.0007163697304851e-16,-1.0169837304747704e-16,-1.4784111154506506e-16,-6.034080231884945e-18,5.2792253838139335e-17,-3.2703880221953974e-16,1.5092139624342772e-17,-6.121852318811681e-16,3.1215028202437644e-16,3.258521106652226e-17,1.4737251781912816e-16,3.773722631436663e-16,3.575923268610094e-16,-2.3885906879008934e-16,-6.261468207116812e-16,2.0653447769373678e-16,5.611009518749794e-16,-1.3797468322080315e-15
Scotland,-3.9730258328298814e-17,4.20890884392007e-17,-1.0007163697304851e-16,-1.0169837304747704e-16,-1.4784111154506506e-16,-6.034080231884945e-18,5.2792253838139335e-17,-3.2703880221953974e-16,1.5092139624342772e-17,-6.121852318811681e-16,3.1215028202437644e-16,3.258521106652226e-17,1.4737251781912816e-16,3.773722631436663e-16,3.575923268610094e-16,-2.3885906879008934e-16,-6.261468207116812e-16,2.0653447769373678e-16,5.611009518749794e-16,-1.3797468322080315e-15
Northern Ireland (UK),-3.9730258328298814e-17,4.20890884392007e-17,-1.0007163697304851e-16,-1.0169837304747704e-16,-1.4784111154506506e-16,-6.034080231884945e-18,5.2792253838139335e-17,-3.2703880221953974e-16,1.5092139624342772e-17,-6.121852318811681e-16,3.1215028202437644e-16,3.258521106652226e-17,1.4737251781912816e-16,3.773722631436663e-16,3.575923268610094e-16,-2.3885906879008934e-16,-6.261468207116812e-16,2.0653447769373678e-16,5.611009518749794e-16,-1.3797468322080315e-15
Bosnia and Herzegovina,-0.6214365558515846,0.23549498740451688,-0.3652685125890559,-0.13467317823250802,0.02596098147585045,0.04049914312816958,0.026237202445805487,-0.6333024757458706,-0.1988888630042848,-0.7289085567849778,-0.173125399651511,0.05913016189129463,0.3365880315380118,-0.6862547450834685,-0.08323676779847246,-1.018265982664923,0.9569466732826933,0.022222200202276585,-0.10387158614037766,0.09765689585257983
Montenegro,-0.5593512266738834,0.0723526317616503,-0.23807638722317068,-0.3712873874581846,-0.37551829156525185,-0.356427886493795,0.4385319046944191,-0.39194060448335255,0.07032060622475413,2.2097321090407145,1.344200041843202,0.03780606901654253,-0.11067850544968597,0.787334327588077,-0.5818338926454871,-0.012448152080634864,0.5702730947658685,0.2317782259115197,-0.6010989903802626,2.9975228224386647
North Macedonia,-3.9730258328298814e-17,4.20890884392007e-17,-1.0007163697304851e-16,-1.0169837304747704e-16,-1.4784111154506506e-16,-6.034080231884945e-18,5.2792253838139335e-17,-3.2703880221953974e-16,1.5092139624342772e-17,-6.121852318811681e-16,3.1215028202437644e-16,3.258521106652226e-17,1.4737251781912816e-16,3.773722631436663e-16,3.575923268610094e-16,-2.3885906879008934e-16,-6.261468207116812e-16,2.0653447769373678e-16,5.611009518749794e-16,-1.3797468322080315e-15
Albania,-0.5818967838346862,0.23190782382817443,-0.4239647164990036,-0.06292310540186359,-0.2858134761109739,0.10614309921133326,0.0796212668518391,-0.4552055311655624,-0.25697743303068094,-1.3612870418564167,-0.7779790824902977,1.0148755654666293,-0.1312911017740991,1.6618827538735725,-0.06488168319950496,1.757836691441323,1.8908049948825147,-0.29379210865991445,0.29742084161371407,-1.195187875143711
Serbia,-0.4890394977035626,0.29945585103701394,-0.050544315482037395,-0.08748901239281427,0.21348743848128554,-0.1652671354802939,-0.1801951493843103,0.8905132230279418,-0.14558393147824694,-0.10858581739598284,-1.2610358494930825,-1.140916483965166,0.6219907640857538,-0.9228633237227314,-0.03668811373395638,-0.5478759650787552,1.535053827954287,-0.4736313022597231,-0.6585555416550801,-0.6290657348836002
Turkey,0.5362213982689868,-0.5251975239453971,1.902832262413188,-1.8907782740163566,-2.1758095119545917,5.003447532597032,-0.3942869076390827,0.8840346093887494,0.12681254615833204,0.09244028796489615,0.1434005105679837,-0.01725077778211922,-0.17341690032823784,-0.14369756475078102,0.24787349926890676,0.035179682212320276,-0.1695224260121195,-0.1356469284341368,-0.11037219808390825,0.07429063984586204
Kosovo*,-0.4619367065245366,-0.0013856075912895157,-0.08373870450120775,0.21222215715488407,-0.2027269572006063,-0.2538801056059904,-0.23017380017617292,0.9475138255540763,-1.0104762005880987,1.5743613348750582,2.1124390353056266,1.0290694971672514,0.05562680434280462,0.8162923370499828,-1.6183606629837348,-1.4435768864785719,-0.5690096401679253,-2.8336260371443056,-1.9003422704033235,-2.971066448443658
